,Date,PageViews,Rank,Reach
136,2020-05-14,"{'PerMillion': '53', 'PerUser': '2.50'}",690,{'PerMillion': '830'}
137,2020-05-15,"{'PerMillion': '55', 'PerUser': '2.90'}",779,{'PerMillion': '740'}
138,2020-05-16,"{'PerMillion': '53', 'PerUser': '2.20'}",674,{'PerMillion': '870'}
139,2020-05-17,"{'PerMillion': '83', 'PerUser': '3.30'}",564,{'PerMillion': '890'}
140,2020-05-18,"{'PerMillion': '99', 'PerUser': '4.50'}",547,{'PerMillion': '900'}
141,2020-05-19,"{'PerMillion': '51', 'PerUser': '2.40'}",688,{'PerMillion': '860'}
142,2020-05-20,"{'PerMillion': '56', 'PerUser': '2.90'}",719,{'PerMillion': '780'}
143,2020-05-21,"{'PerMillion': '57', 'PerUser': '2.40'}",622,{'PerMillion': '940'}
144,2020-05-22,"{'PerMillion': '57', 'PerUser': '2.40'}",622,{'PerMillion': '960'}
145,2020-05-23,"{'PerMillion': '75', 'PerUser': '2.60'}",525,{'PerMillion': '1000'}
146,2020-05-24,"{'PerMillion': '67', 'PerUser': '2.40'}",705,{'PerMillion': '760'}
147,2020-05-25,"{'PerMillion': '72', 'PerUser': '2.70'}",544,{'PerMillion': '1000'}
148,2020-05-26,"{'PerMillion': '63', 'PerUser': '2.70'}",613,{'PerMillion': '930'}
149,2020-05-27,"{'PerMillion': '67', 'PerUser': '2.70'}",567,{'PerMillion': '1000'}
150,2020-05-28,"{'PerMillion': '75', 'PerUser': '3.10'}",549,{'PerMillion': '970'}
151,2020-05-29,"{'PerMillion': '68', 'PerUser': '2.90'}",570,{'PerMillion': '940'}
152,2020-05-30,"{'PerMillion': '58', 'PerUser': '3.90'}",964,{'PerMillion': '550'}
153,2020-05-31,"{'PerMillion': '89', 'PerUser': '3.10'}",507,{'PerMillion': '1000'}
154,2020-06-01,"{'PerMillion': '80.6', 'PerUser': '3.80'}",582,{'PerMillion': '870'}
155,2020-06-02,"{'PerMillion': '64', 'PerUser': '3.10'}",630,{'PerMillion': '850'}
156,2020-06-03,"{'PerMillion': '84.3', 'PerUser': '3.90'}",575,{'PerMillion': '860'}
157,2020-06-04,"{'PerMillion': '71', 'PerUser': '3.20'}",560,{'PerMillion': '910'}
158,2020-06-05,"{'PerMillion': '80', 'PerUser': '2.90'}",493,{'PerMillion': '1100'}
159,2020-06-06,"{'PerMillion': '96', 'PerUser': '3.40'}",493,{'PerMillion': '1000'}
160,2020-06-07,"{'PerMillion': '86', 'PerUser': '3.30'}",520,{'PerMillion': '940'}
161,2020-06-08,"{'PerMillion': '97', 'PerUser': '3.90'}",493,{'PerMillion': '1000'}
162,2020-06-09,"{'PerMillion': '81', 'PerUser': '2.80'}",465,{'PerMillion': '1200'}
163,2020-06-10,"{'PerMillion': '106', 'PerUser': '4.10'}",470,{'PerMillion': '1000'}
164,2020-06-11,"{'PerMillion': '84.5', 'PerUser': '3.30'}",494,{'PerMillion': '1000'}
165,2020-06-12,"{'PerMillion': '78', 'PerUser': '2.60'}",467,{'PerMillion': '1200'}
166,2020-06-13,"{'PerMillion': '110', 'PerUser': '3.30'}",415,{'PerMillion': '1200'}
167,2020-06-14,"{'PerMillion': '89', 'PerUser': '2.60'}",441,{'PerMillion': '1200'}
168,2020-06-15,"{'PerMillion': '78.6', 'PerUser': '3.00'}",492,{'PerMillion': '1100'}
169,2020-06-16,"{'PerMillion': '81.4', 'PerUser': '2.80'}",465,{'PerMillion': '1200'}
170,2020-06-17,"{'PerMillion': '108', 'PerUser': '3.80'}",435,{'PerMillion': '1200'}
171,2020-06-18,"{'PerMillion': '110', 'PerUser': '3.50'}",419,{'PerMillion': '1300'}
172,2020-06-19,"{'PerMillion': '84', 'PerUser': '2.70'}",439,{'PerMillion': '1200'}
173,2020-06-20,"{'PerMillion': '92', 'PerUser': '3.00'}",454,{'PerMillion': '1100'}
174,2020-06-21,"{'PerMillion': '150', 'PerUser': '3.90'}",352,{'PerMillion': '1300'}
175,2020-06-22,"{'PerMillion': '99.8', 'PerUser': '3.20'}",411,{'PerMillion': '1300'}
176,2020-06-23,"{'PerMillion': '100', 'PerUser': '3.10'}",407,{'PerMillion': '1400'}
177,2020-06-24,"{'PerMillion': '82', 'PerUser': '2.70'}",443,{'PerMillion': '1300'}
178,2020-06-25,"{'PerMillion': '89.8', 'PerUser': '3.00'}",441,{'PerMillion': '1200'}
179,2020-06-26,"{'PerMillion': '80', 'PerUser': '2.60'}",460,{'PerMillion': '1200'}
