,Date,PageViews,Rank,Reach
124,2020-05-02,"{'PerMillion': '179', 'PerUser': '11.00'}",696,{'PerMillion': '570'}
125,2020-05-03,"{'PerMillion': '244', 'PerUser': '13.00'}",559,{'PerMillion': '660'}
126,2020-05-04,"{'PerMillion': '182', 'PerUser': '9.70'}",555,{'PerMillion': '740'}
127,2020-05-05,"{'PerMillion': '169', 'PerUser': '9.70'}",595,{'PerMillion': '680'}
128,2020-05-06,"{'PerMillion': '42', 'PerUser': '7.80'}",2190,{'PerMillion': '210'}
129,2020-05-07,"{'PerMillion': '195', 'PerUser': '8.30'}",427,{'PerMillion': '930'}
130,2020-05-08,"{'PerMillion': '156', 'PerUser': '6.80'}",475,{'PerMillion': '890'}
131,2020-05-09,"{'PerMillion': '175', 'PerUser': '8.20'}",510,{'PerMillion': '750'}
132,2020-05-10,"{'PerMillion': '179', 'PerUser': '8.20'}",532,{'PerMillion': '760'}
133,2020-05-11,"{'PerMillion': '133', 'PerUser': '6.20'}",529,{'PerMillion': '860'}
134,2020-05-12,"{'PerMillion': '137', 'PerUser': '6.80'}",547,{'PerMillion': '800'}
135,2020-05-13,"{'PerMillion': '144', 'PerUser': '6.70'}",526,{'PerMillion': '850'}
136,2020-05-14,"{'PerMillion': '59', 'PerUser': '9.10'}",1758,{'PerMillion': '260'}
137,2020-05-15,"{'PerMillion': '241', 'PerUser': '12.00'}",474,{'PerMillion': '800'}
138,2020-05-16,"{'PerMillion': '270', 'PerUser': '12.00'}",459,{'PerMillion': '820'}
139,2020-05-17,"{'PerMillion': '378', 'PerUser': '14.00'}",383,{'PerMillion': '930'}
140,2020-05-18,"{'PerMillion': '313', 'PerUser': '13.00'}",398,{'PerMillion': '950'}
141,2020-05-19,"{'PerMillion': '312', 'PerUser': '13.00'}",405,{'PerMillion': '950'}
142,2020-05-20,"{'PerMillion': '254', 'PerUser': '11.00'}",413,{'PerMillion': '940'}
143,2020-05-21,"{'PerMillion': '327', 'PerUser': '13.00'}",376,{'PerMillion': '1000'}
144,2020-05-22,"{'PerMillion': '75.6', 'PerUser': '10.00'}",1435,{'PerMillion': '300'}
145,2020-05-23,"{'PerMillion': '247', 'PerUser': '8.80'}",386,{'PerMillion': '1000'}
