,Date,PageViews,Rank,Reach
110,2020-04-18,"{'PerMillion': '13', 'PerUser': '3.10'}",4319,{'PerMillion': '140'}
111,2020-04-19,"{'PerMillion': '14', 'PerUser': '2.60'}",3460,{'PerMillion': '190'}
112,2020-04-20,"{'PerMillion': '17', 'PerUser': '3.60'}",3284,{'PerMillion': '180'}
113,2020-04-21,"{'PerMillion': '9.3', 'PerUser': '2.50'}",4597,{'PerMillion': '150'}
114,2020-04-22,"{'PerMillion': '15', 'PerUser': '2.80'}",3186,{'PerMillion': '200'}
115,2020-04-23,"{'PerMillion': '12', 'PerUser': '3.20'}",4200,{'PerMillion': '150'}
116,2020-04-24,"{'PerMillion': '15', 'PerUser': '3.80'}",3797,{'PerMillion': '150'}
117,2020-04-25,"{'PerMillion': '18', 'PerUser': '2.90'}",2788,{'PerMillion': '220'}
118,2020-04-26,"{'PerMillion': '14', 'PerUser': '3.20'}",4009,{'PerMillion': '160'}
119,2020-04-27,"{'PerMillion': '10', 'PerUser': '3.50'}",5332,{'PerMillion': '120'}
120,2020-04-28,"{'PerMillion': '12', 'PerUser': '2.70'}",3638,{'PerMillion': '180'}
121,2020-04-29,"{'PerMillion': '12', 'PerUser': '3.10'}",4056,{'PerMillion': '150'}
122,2020-04-30,"{'PerMillion': '14', 'PerUser': '2.20'}",2762,{'PerMillion': '240'}
123,2020-05-01,"{'PerMillion': '17', 'PerUser': '3.30'}",3093,{'PerMillion': '190'}
124,2020-05-02,"{'PerMillion': '20', 'PerUser': '3.20'}",2727,{'PerMillion': '220'}
125,2020-05-03,"{'PerMillion': '15', 'PerUser': '2.30'}",2922,{'PerMillion': '230'}
126,2020-05-04,"{'PerMillion': '16', 'PerUser': '3.00'}",2986,{'PerMillion': '210'}
127,2020-05-05,"{'PerMillion': '15', 'PerUser': '2.70'}",2990,{'PerMillion': '210'}
128,2020-05-06,"{'PerMillion': '19', 'PerUser': '3.00'}",2472,{'PerMillion': '250'}
129,2020-05-07,"{'PerMillion': '14', 'PerUser': '2.30'}",2678,{'PerMillion': '250'}
130,2020-05-08,"{'PerMillion': '17', 'PerUser': '2.40'}",2439,{'PerMillion': '270'}
131,2020-05-09,"{'PerMillion': '24', 'PerUser': '2.50'}",1804,{'PerMillion': '330'}
132,2020-05-10,"{'PerMillion': '24', 'PerUser': '2.80'}",2036,{'PerMillion': '300'}
133,2020-05-11,"{'PerMillion': '17', 'PerUser': '2.70'}",2472,{'PerMillion': '260'}
134,2020-05-12,"{'PerMillion': '14', 'PerUser': '3.00'}",3323,{'PerMillion': '190'}
135,2020-05-13,"{'PerMillion': '14', 'PerUser': '2.30'}",2776,{'PerMillion': '240'}
136,2020-05-14,"{'PerMillion': '16', 'PerUser': '2.40'}",2465,{'PerMillion': '270'}
137,2020-05-15,"{'PerMillion': '17', 'PerUser': '2.90'}",2761,{'PerMillion': '220'}
138,2020-05-16,"{'PerMillion': '15', 'PerUser': '2.50'}",3054,{'PerMillion': '210'}
139,2020-05-17,"{'PerMillion': '20', 'PerUser': '2.20'}",2031,{'PerMillion': '320'}
140,2020-05-18,"{'PerMillion': '23', 'PerUser': '3.30'}",2077,{'PerMillion': '280'}
141,2020-05-19,"{'PerMillion': '25', 'PerUser': '3.30'}",1872,{'PerMillion': '310'}
142,2020-05-20,"{'PerMillion': '20', 'PerUser': '3.30'}",2493,{'PerMillion': '240'}
143,2020-05-21,"{'PerMillion': '27', 'PerUser': '3.30'}",1725,{'PerMillion': '330'}
144,2020-05-22,"{'PerMillion': '25', 'PerUser': '3.20'}",1806,{'PerMillion': '330'}
145,2020-05-23,"{'PerMillion': '24', 'PerUser': '2.60'}",1850,{'PerMillion': '330'}
146,2020-05-24,"{'PerMillion': '44', 'PerUser': '4.00'}",1630,{'PerMillion': '300'}
147,2020-05-25,"{'PerMillion': '19', 'PerUser': '2.90'}",2453,{'PerMillion': '260'}
148,2020-05-26,"{'PerMillion': '16', 'PerUser': '2.60'}",2566,{'PerMillion': '250'}
149,2020-05-27,"{'PerMillion': '27', 'PerUser': '3.20'}",1757,{'PerMillion': '340'}
150,2020-05-28,"{'PerMillion': '17', 'PerUser': '2.90'}",2682,{'PerMillion': '230'}
151,2020-05-29,"{'PerMillion': '25', 'PerUser': '2.90'}",1731,{'PerMillion': '340'}
152,2020-05-30,"{'PerMillion': '25', 'PerUser': '3.00'}",1865,{'PerMillion': '320'}
153,2020-05-31,"{'PerMillion': '27', 'PerUser': '3.30'}",1936,{'PerMillion': '290'}
154,2020-06-01,"{'PerMillion': '24', 'PerUser': '3.40'}",2026,{'PerMillion': '290'}
155,2020-06-02,"{'PerMillion': '19', 'PerUser': '3.10'}",2382,{'PerMillion': '250'}
156,2020-06-03,"{'PerMillion': '26', 'PerUser': '3.50'}",1918,{'PerMillion': '300'}
157,2020-06-04,"{'PerMillion': '25', 'PerUser': '3.00'}",1775,{'PerMillion': '340'}
